brand,part_number,part_name,category,sub_category,assembly_group,is_fastener,confidence,fits_models,model_count,capacity_range_kg,fuel_types,source_catalogue,cross_references
Voltas / OM,MH785324300,GREASE / LUBE NIPPLE,Consumables,Lubrication,Grease nipple,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH11038,FAN BELT,Cooling,Fan belt,Fan belt,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH16970,RADIATOR LOWER HOSE,Cooling,Hose,Hose,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH16971,RADIATOR UPPER HOSE,Cooling,Hose,Hose,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH18538,RADIATOR WITH OIL COOLER,Cooling,Radiator,Radiator,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH799507103,RADIATOR,Cooling,General truck,General truck,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH99SG4126,Water Pump Assembly,Cooling,TSJ436 engine,TSJ436 engine,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MHDE006051,Thermostat,Cooling,TSJ436 engine,TSJ436 engine,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MHDE006092,Water Pump Kit,Cooling,TSJ436 engine,TSJ436 engine,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH07840,FLASHER,Electrical,Flasher,Flasher,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH08707,TEMPERATURE GAUGE,Electrical,Gauge,Gauge,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH08714,SENSOR FOR TEMPERATURE GAUGE,Electrical,Sensor,Sensor,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH08962,IGNITION SWITCH,Electrical,Ignition switch,Ignition switch,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH09796,FUSE BOX,Electrical,Fuse box,Fuse box,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH11408,IGNITION SWITCH,Electrical,Ignition switch,Ignition switch,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH11829,REVERSE HORN,Electrical,Reverse horn,Reverse horn,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH12969,LIMIT SWITCH,Electrical,Limit switch,Limit switch,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH42059,SENSING UNIT,Electrical,Sender unit,Sender unit,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH42370,HA\ARD SWITCH,Electrical,Instrument panel,Instrument panel,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH512476400,HORN,Electrical,Horn,Horn,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH785207900,OIL PRESSURE GAUGE,Electrical,Gauge,Gauge,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC,DVX 506 FC",5,1500-5000,DIESEL,"Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog",PRICOL 2025
Voltas / OM,MH785208000,AMMETER,Electrical,Ammeter,Ammeter,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC,DVX 506 FC",5,1500-5000,DIESEL,"Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog",PRICOL 4031/4040
Voltas / OM,MH785211802C,BATTERY 12 V,Electrical,Battery,Battery,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH785358400,ELECTRONIC HOUR METER,Electrical,Hour meter,Hour meter,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH785761600,FUEL GAUGE,Electrical,Gauge,Gauge,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH796418023,HEAD LIGHT (TAIL LIGHT),Electrical,Lamp,Lamp,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH798715054,KEY SWITCH (HOBBS),Electrical,Instrument panel,Instrument panel,1,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH40561,ENGINE - SIMPSONS S4,Engine,Engine assembly,Engine assembly,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,SIMPSON S4 / S433(I)
Voltas / OM,MH40997,ENGINE TSJ436 BSIII,Engine,General truck,General truck,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,SIMPSON TSJ436 BSIII
Voltas / OM,MHDE006033,Nozzle & Holder Assembly,Engine,Bosch E 080 2109 00,Bosch E 080 2109 00,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,BOSCH E 080 2109 00
Voltas / OM,MHDE006225,Fuel Injection Pump,Engine,Bosch B 0.460.424.494,Bosch B 0.460.424.494,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,BOSCH 0.460.424.494
Voltas / OM,MHDE006234,Turbocharger,Engine,TSJ436 engine,TSJ436 engine,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 785374400,MICRONIC FILTER,Filters,Hydraulic system,Hydraulic system,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH-DE006318,AIR CLEANER,Filters,Air cleaner installation,Air cleaner installation,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH00792,SUCTION STRAINER,Filters,Hydraulic strainer,Hydraulic strainer,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH02654408,Lubricating Oil Filter,Filters,Lubricating oil filter,Lubricating oil filter,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH10237,FILTER ELEMENT (OUTER),Filters,Air filter element,Air filter element,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH10238,FILTER ELEMENT (INNER),Filters,Air filter element,Air filter element,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH10239,VACCUM INDICATOR,Filters,Air filter indicator,Air filter indicator,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH14886,RETURN LINE FILTER,Filters,Hydraulic filter,Hydraulic filter,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH40670,AIR CLEANER ASSEMBLY,Filters,Air cleaner,Air cleaner,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH785216100,DUAL FILTER,Filters,Fuel filter,Fuel filter,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH785216101,FILTER ELEMENT (PRELIMINARY FILTER),Filters,Fuel filter element,Fuel filter element,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH785216102,FILTER ELEMENT (PAPER ELEMENT),Filters,Fuel filter element,Fuel filter element,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MHDE005774,FUEL FILTER,Filters,Bosch F 002 H20 138,Bosch F 002 H20 138,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,BOSCH F 002 H20 138
Voltas / OM,MHDE006009,PRE FILTER,Filters,Bosch F 002 H20 231,Bosch F 002 H20 231,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,BOSCH F 002 H20 231
Voltas / OM,MHDE006010,FINE FILTER,Filters,Bosch F 002 H20 232,Bosch F 002 H20 232,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,BOSCH F 002 H20 232
Voltas / OM,MH11079,FUEL TANK,Fuel System,Tank,Tank,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH40480,FUEL TANK COVER ASSEMBLY,Fuel System,Tank cover,Tank cover,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH40593,FUEL FILLING PIPE,Fuel System,Pipe,Pipe,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 10987,HOIST CYLINDER ASSEMBLY (ALT-1),Hydraulic,Hoist cylinder,Hoist cylinder,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 13391,2 SPOOL CONTROL VALVE,Hydraulic,Control valve,Control valve,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 16201,HOIST CYLINDER ASSLY,Hydraulic,Hoist cylinder,Hoist cylinder,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 17705,HYDRAULIC PUMP (DOWTY),Hydraulic,Hydraulic system,Hydraulic system,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,DOWTY -
Voltas / OM,MH 17955,3-SPOOL CONTROL VALVE,Hydraulic,Control valve,Control valve,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH13391-80,SEAL KIT CONTROL VALVE,Hydraulic,Control valve,Control valve,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH14899,HOIST CYLINDER ASSEMBLY (ALT-2),Hydraulic,Hoist cylinder,Hoist cylinder,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH16178,MAIN HYDRAULIC PUMP,Hydraulic,Pump,Pump,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH17956,4-SPOOL CONTROL VALVE,Hydraulic,Control valve,Control valve,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH18273,TILT CYLINDER,Hydraulic,Tilt cylinder,Tilt cylinder,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH40482,HYDRAULIC TANK COVER ASSEMBLY,Hydraulic,Tank cover,Tank cover,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH40504,TILT CYLINDER ASSLY,Hydraulic,Tilt cylinder,Tilt cylinder,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH42003,CONTROL VALVE (2 SPOOL),Hydraulic,Control valve,Control valve,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH42185,CONTROL VALVE (3 SPOOL),Hydraulic,Control valve,Control valve,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH42186,CONTROL VALVE (4 SPOOL),Hydraulic,Control valve,Control valve,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH44Z12D8,HOSE CLIP,Hydraulic,Hose clip,Hose clip,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 02023,LOAD ROLLER ASSLY,Mast & Rollers,HVT mast assembly,HVT mast assembly,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 10135,HOIST CHAIN,Mast & Rollers,Lift chain,Lift chain,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 10248,CHAIN ASSEMBLY,Mast & Rollers,HV mast assembly,HV mast assembly,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 11470,CARRIAGE THRUST ROLLER,Mast & Rollers,Mast carriage,Mast carriage,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 12381,FORK CARRIAGE ASSLY FOR DV 30 SINGLE TYRE,Mast & Rollers,Carriage,Carriage,0,A,DVX 30 FC,1,3000-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 12382,FORK CARRIAGE WELDT FOR DV 30 DUAL TYRE,Mast & Rollers,Carriage,Carriage,0,A,DVX 30 FC,1,3000-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 13109,FORK CARRIAGE WELDT FOR DV 15/30,Mast & Rollers,Carriage,Carriage,0,A,DVX 30 FC,1,3000-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 13116,FORK CARRIAGE ASSLY FOR DV 15/25,Mast & Rollers,Carriage,Carriage,0,A,DVX 25 FC,1,2500-2500,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 13344,CARRIAGE LIFTING CHAIN & ANCHOR ASSLY,Mast & Rollers,Lift chain,Lift chain,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 508623301,CHAIN SHEAVE,Mast & Rollers,Chain sheave,Chain sheave,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 796625134,LOAD ROLLER ASSEMBLY,Mast & Rollers,HV mast assembly,HV mast assembly,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH11135,FORK 150X60X1220,Mast & Rollers,Fork,Fork 150x60x1220 mm,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH12010,CARRIAGE ASSEMBLY-3TON,Mast & Rollers,Carriage,Carriage,0,A,DVX 30 FC,1,3000-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH17963,FORK(125x45x1000),Mast & Rollers,Fork,Fork,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH40707,HVT 2125 MAST ASSEMBLY,Mast & Rollers,Mast assembly,Mast assembly,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH40708,HIGH VISIBILITY MAST ASSEMBLY,Mast & Rollers,Mast assembly,Mast assembly,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 01463,DOWTY SEAL,Seals,Fluid coupling,Fluid coupling,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 09602,OIL SEAL,Seals,Drive axle assembly,Drive axle assembly,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 16438,SEALKIT NO.-DC6556-650,Seals,Hoist cylinder seal kit,Hoist cylinder seal kit,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 17705-80,SEALKIT HYDRAULIC PUMP,Seals,Dowty,Dowty,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH DC 5401-80,SEAL KIT HOIST CYLINDER,Seals,Hoist cylinder seal kit,Hoist cylinder seal kit,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH016167300,OIL SEAL,Seals,Oil seal (steer hub),Oil seal (steer hub),0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC,DVX 506 FC",5,1500-5000,DIESEL,"Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog",
Voltas / OM,MH09608,OIL SEAL,Seals,Oil seal,Oil seal,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH13227,SEAL KIT FOR STEER CYLINDER ASSY,Seals,Seal kit,Seal kit,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC,DVX 506 FC",5,1500-5000,DIESEL,"Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog",
Voltas / OM,MH796614243-650,SEAL KIT TILT CYLINDER,Seals,Tilt cylinder,Tilt cylinder,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH870002609,KIT MASTER CYLINDER,Seals,Master cylinder kit,Master cylinder kit,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MHDC0928-80,SEAL KIT FOR STEER CYLINDER 14621,Seals,Seal kit,Seal kit,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 07286,STEERING CONTROL UNIT (SCU),Steering,Steering,Steering,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 12268,STEER KNUCKLE LH,Steering,Steer axle,Steer axle,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 12269,STEER KNUCKLE RH,Steering,Steer axle,Steer axle,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH066616800,STEERING KNUCKLE PIN,Steering,Knuckle pin,Knuckle pin,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH08971,STEER KNUCKLE LH,Steering,Knuckle,Knuckle,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH09182,STEER KNUCKLE RH,Steering,Knuckle,Knuckle,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH11286,STEERING CYLINDER ASSEMBLY,Steering,Steer cylinder,Steer cylinder,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC,DVX 506 FC",5,1500-5000,DIESEL,"Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog",
Voltas / OM,MH14621,STEER CYLINDER ASSLY (DANTAL),Steering,Steer cylinder,Steer cylinder,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH16476,STEERING CONTROL UNIT (SCU),Steering,Steering control unit,Steering control unit,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH17732,STEER CYLINDER ASSLY (WIPRO),Steering,Steer cylinder,Steer cylinder,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH016873800,DIFFERENTIAL WITHOUT RING GEAR & PINION,Transmission,Differential,Differential,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH022066500,RELEASE BEARING,Transmission,Clutch,Release bearing,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH08498,CLUTCH RELEASE BEARING ASSY,Transmission,Transmission,Transmission,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH08528,CLUTCH COVER ASSY,Transmission,Transmission,Transmission,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH08529,CLUTCH DISC,Transmission,Transmission,Transmission,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH08858,LOW GEAR (42 TEETH),Transmission,Gear,Gear,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC,DVX 506 FC",5,1500-5000,DIESEL,"Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog",
